base_pos_m,x0_m,input_force_N
0.005289407839866555,0.003642145824055287,1.4578049044370267
0.005301084236864053,0.003646086865802593,1.4615697027073447
0.0053127606338615515,0.0036500030675075323,1.4653178015668356
0.005324437030859049,0.0036538943307865765,1.4690489807024671
0.005336113427856547,0.0036577605563973344,1.4727630188403753
0.005347789824854045,0.0036616016433538906,1.4764596929000675
0.005359466221851543,0.0036654174897252714,1.4801387787638212
0.00537114261884904,0.0036692079918233442,1.4838000504977136
0.005382819015846539,0.003672973044959046,1.4874432810833762
0.005394495412844037,0.003676712542628792,1.491068241634842
0.0054061718098415345,0.0036804263773174022,1.4946747021784321
0.005417848206839032,0.00368411443958868,1.498262430773998
0.00542952460383653,0.0036877766190238624,1.5018311944294842
0.005441201000834028,0.0036914128031446075,1.5053807580562084
0.0054528773978315265,0.0036950228785287242,1.5089108855596154
0.005464553794829024,0.0036986067295674174,1.5124213386294263
0.005476230191826522,0.00370216423969769,1.5159118779483536
0.00548790658882402,0.003705695290129071,1.5193822619487083
0.0054995829858215176,0.0037091997609653973,1.5228322479166037
0.005511259382819015,0.003712677530237866,1.5262615910461805
0.005522935779816514,0.0037161284744519933,1.529670044981296
0.005534612176814012,0.003719552468471042,1.5330573617059458
0.0055462885738115095,0.0037229493850408093,1.5364232910783102
0.005557964970809007,0.0037263190956779283,1.5397675817150056
0.005569641367806505,0.003729661469415037,1.5430899797521442
0.005581317764804003,0.003732976374031713,1.546390230071771
0.0055929941618015015,0.003736263675025106,1.5496680752846714
0.005604670558798999,0.003739523235970864,1.552923256093593
0.005616346955796497,0.0037427549188729765,1.5561555116491896
0.005628023352793995,0.0037459585831224607,1.5593645785150436
0.0056396997497914925,0.0037491340866776333,1.5625501918541145
0.00565137614678899,0.00375228128508958,1.5657120844598125
0.005663052543786489,0.0037554000316579452,1.568849986917001
0.005674728940783987,0.0037584901780826742,1.571963628265021
0.0056864053377814845,0.003761551573280534,1.5750527348137837
0.005698081734778982,0.0037645840641464144,1.5781170309167143
0.00570975813177648,0.0037675874955975398,1.5811562390247245
0.005721434528773978,0.0037705617096797698,1.5841700787900341
